mof_id,precursor,prediction,calibrated_confidence,raw_confidence,shap_reason,action
7749,[Mn].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,not promising,0.492,0.615,+metal_atomic_weight_avg / +metal_Mn,needs further test
3936,[Mn].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,not promising,0.492,0.615,+metal_atomic_weight_avg / +metal_Mn,needs further test
7751,[Mn].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,not promising,0.492,0.615,+metal_atomic_weight_avg / +metal_Mn,needs further test
6889,[O-]C(=O)CN1CC[N]2(CC(=O)[O-])CC(=O)O[Sb]2OC(=O)C1.[O-]C(=O)C[N]12CCN3CC(=O)O[Sb]2(OC(=O)C1)OC(=O)C3.[Sm],not promising,0.491,0.615,+metal_covalent_radius_avg / +metal_electronegativity_avg,needs further test
6235,[Cd].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,not promising,0.488,0.61,-fp_93 / +num_metal_atoms,needs further test
6821,[Cd].[O]S(=O)(=O)[O].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,not promising,0.488,0.61,-fp_93 / +num_metal_atoms,needs further test
3663,[Cd].n1ccc(cc1)c1ccc(cc1)c1ccccn1,not promising,0.488,0.611,+TPSA / -fp_192,needs further test
3662,[Cd].n1ccc(cc1)c1ccc(cc1)c1ccccn1,not promising,0.488,0.611,+TPSA / -fp_192,needs further test
8189,[Cd].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,not promising,0.488,0.61,-fp_93 / +num_metal_atoms,needs further test
338,[Mn].[O]S(=O)(=O)[O].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,not promising,0.485,0.606,+metal_atomic_weight_avg / +metal_electronegativity_avg,needs further test
7201,[La].[O-]C(=O)CN1CC(=O)N(CC1=O)CC(=O)[O-],not promising,0.479,0.599,+metal_electronegativity_avg / -fp_65,needs further test
7047,[La].[O-]C(=O)CN1CC(=O)N(CC1=O)CC(=O)[O-],not promising,0.479,0.599,+metal_electronegativity_avg / -fp_65,needs further test
687,[Mg].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],not promising,0.473,0.591,+metal_Mg / +metal_electronegativity_avg,needs further test
757,[Cd].c1ncn(c1)Cc1ccc(cc1)c1ccc(cc1)Cn1cncc1,not promising,0.471,0.589,+TPSA / -fp_93,needs further test
7999,C1CN2CCN1CC2.[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],not promising,0.466,0.582,-fp_90 / +FractionCSP3,needs further test
7571,O=C(c1ccc(c(c1)C(=O)[O-])C(=O)[O-])c1ccc(c(c1)C(=O)[O-])C(=O)[O-].[Co].n1ccncc1,not promising,0.464,0.579,+fp_47 / -metal_covalent_radius_avg,needs further test
3963,[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-].[O],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8292,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8290,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8281,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8286,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8291,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8278,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8273,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8275,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8279,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8274,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8287,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
2999,[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-].[O],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8284,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8283,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.457,0.57,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
1085,O=C(c1ccc(c(c1)C(=O)[O-])C(=O)[O-])c1ccc(c(c1)C(=O)[O-])C(=O)[O-].[Ni].n1ccncc1,not promising,0.449,0.56,+fp_47 / -metal_electronegativity_avg,needs further test
7048,[O-]C(=O)CN1CC(=O)N(CC1=O)CC(=O)[O-].[Tb],not promising,0.447,0.557,+metal_electronegativity_avg / -fp_65,needs further test
3701,C(Cn1cncc1)CCn1cncc1.[Cd],not promising,0.444,0.553,+MolWt / +TPSA,needs further test
2909,C(Cn1cncc1)CCn1cncc1.[Cd],not promising,0.444,0.553,+MolWt / +TPSA,needs further test
5365,[Mn].[O-]C(=O)c1cc2c(s1)c1cc(sc1c1c2sc(c1)C(=O)[O-])C(=O)[O-],not promising,0.444,0.553,+metal_atomic_weight_avg / +metal_electronegativity_avg,needs further test
7046,[Eu].[O-]C(=O)CN1CC(=O)N(CC1=O)CC(=O)[O-],not promising,0.44,0.547,+metal_electronegativity_avg / -fp_65,needs further test
7027,[Cd].[O-]C(=O)c1cc(N=Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],not promising,0.44,0.547,+num_metal_atoms / +fp_31,needs further test
6794,[O-]C(=O)c1cc(N=Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[O]N(=O)=O.[Zn],not promising,0.434,0.54,+num_metal_atoms / -metal_covalent_radius_avg,needs further test
7257,Cl[Co]Cl.n1ccnc(c1)C1=N[N]C(=N[N]1)c1nccnc1,not promising,0.434,0.54,+MolWt / +fp_47,needs further test
3423,[Na][OH3]([In])[In].[O-]C(=O)c1cc(cc(c1)C1=C2C=CC3=[N]2[Zn]2[Zn]4n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C1=C2C=CC3=[N]2[Zn]2[Zn]4n5c1ccc5C(=C1[N]4=C(C=C1)C(=c1n2c(=C3c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C1=c2ccc3=C(C4=[N]5[Zn]6([N]7=C1C=CC7=C(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1n([Zn]6)c(C(=C5C=C4)c4cc(cc(c4)C(=O)[O-])C(=O)[O-])cc1)n23)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)[O-],not promising,0.434,0.54,-TPSA / +MolLogP,needs further test
1055,CC1=NC(=C([N]1)C(=O)[O-])C(=O)[O-].CC1=N[C](C(=N1)C(=O)[O-])C(=O)[O-].Cc1nc(c([nH]1)C(=O)[O-])C(=O)[O-].[Tb].[Zn],not promising,0.433,0.538,+metal_electronegativity_avg / +NumCarboxylGroups,needs further test
5288,[Cd].[O-]C(=O)c1cc2N=C[N]c2cc1C(=O)[O-],not promising,0.425,0.528,+MolWt / +fp_123,needs further test
6002,Cc1nccn1CCCCCCn1ccnc1C.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],not promising,0.417,0.517,+FractionCSP3 / +num_metal_atoms,needs further test
8526,Cl[Cd].N1=NC(=N[N]1)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C1=N[N]N=N1)C=C3)c1ccc(cc1)C1=N[N]N=N1)[nH]2)c1ccc(cc1)C1=N[N]N=N1,not promising,0.416,0.515,+MolLogP / -fp_90,needs further test
4005,[La].[O-]C(=O)C1=CC(=C(C=[C]1)C(=O)[O-])[N].[O-]C(=O)C1=[C]C=C(C(=C1)[N])C(=O)[O-],not promising,0.415,0.515,+metal_electronegativity_avg / +metal_covalent_radius_avg,needs further test
8259,[Eu].[O-]C(=O)c1ccc(cc1)[C]1N[C](N[C](N1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],not promising,0.409,0.507,+metal_covalent_radius_avg / +metal_electronegativity_avg,needs further test
5848,[Dy].[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-].[O-]C(=O)c1c([N])c([N])c(c(c1[N])[N])C(=O)[O-].[O-]C(=O)c1cc([N])c(cc1[N])C(=O)[O-],not promising,0.407,0.504,+metal_electronegativity_avg / -metal_atomic_weight_avg,needs further test
8340,O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[Y],not promising,0.403,0.499,+metal_electronegativity_avg / -NumHDonors,needs further test
2138,C1CN2CCN1CC2.[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],not promising,0.402,0.497,-fp_90 / +fp_37,needs further test
5431,[Cd].[O-]C(=O)c1ccc(cc1)[C]=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],not promising,0.401,0.496,+fp_31 / +num_metal_atoms,needs further test
7747,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,not promising,0.4,0.494,+num_metal_atoms / +metal_atomic_weight_avg,needs further test
7745,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,not promising,0.4,0.494,+num_metal_atoms / +metal_atomic_weight_avg,needs further test
7746,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,not promising,0.4,0.494,+num_metal_atoms / +metal_atomic_weight_avg,needs further test
7743,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,not promising,0.4,0.494,+num_metal_atoms / +metal_atomic_weight_avg,needs further test
7744,[Co].[O-]C(=O)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2,not promising,0.4,0.494,+num_metal_atoms / +metal_atomic_weight_avg,needs further test
5847,[O-]C(=O)C1=C[C]=C(C=[C]1)C(=O)[O-].[O-]C(=O)c1c([N])c([N])c(c(c1[N])[N])C(=O)[O-].[O-]C(=O)c1cc([N])c(cc1[N])C(=O)[O-].[Tb],not promising,0.398,0.492,+metal_electronegativity_avg / -metal_atomic_weight_avg,deprioritize
7505,[Cd].[O-]C(=O)c1cccnc1.n1ccc(cc1)c1ccncc1,not promising,0.397,0.49,+num_metal_atoms / +MolWt,deprioritize
7567,[Mn].[N](C=C1N=CN=C1)[N]C=C1N=CN=C1.[N](C=C1[CH]N=C[N]1)[N]C=C1C=NC=N1,not promising,0.392,0.483,+metal_electronegativity_avg / +metal_atomic_weight_avg,deprioritize
7791,[O-]C(=O)C1=NN=N[N]1.[O-]C(=O)C1=N[N]N=N1.[Sr]1[OH2][Sr][OH2]1,not promising,0.384,0.472,+metal_electronegativity_avg / +metal_covalent_radius_avg,deprioritize
2492,[Cd].[O-]C(=O)c1cnccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,not promising,0.383,0.47,+fp_123 / -metal_electronegativity_avg,deprioritize
4641,[Mg].[O-]C(=O)c1ccc(cc1)O[P]1(Oc2ccc(cc2)C(=O)[O-])[N][P](Oc2ccc(cc2)C(=O)[O-])(Oc2ccc(cc2)C(=O)[O-])[N][P]([N]1)(Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],not promising,0.383,0.471,+metal_Mg / +metal_electronegativity_avg,deprioritize
2493,[Cd].[O-]C(=O)c1cnccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,not promising,0.383,0.47,+fp_123 / -metal_electronegativity_avg,deprioritize
2821,[Cd].[O-]C(=O)c1cnccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,not promising,0.383,0.47,+fp_123 / -metal_electronegativity_avg,deprioritize
3012,O1O[Pr]21OO2.[O-]C(=O)CN1CC[N]23CC(=O)O[Sb]3(OC(=O)C1)OC(=O)C2,not promising,0.38,0.466,+metal_covalent_radius_avg / +metal_electronegativity_avg,deprioritize
3040,C1N2CN3CN1CN(C2)C3.N#C[C](C#N)C#N.[Cd],not promising,0.376,0.461,+FractionCSP3 / -NumRotatableBonds,deprioritize
8288,F[Al].F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.375,0.46,+metal_covalent_radius_avg / +metal_atomic_weight_avg,deprioritize
8282,F[Al].F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.375,0.46,+metal_covalent_radius_avg / +metal_atomic_weight_avg,deprioritize
8293,F[Al].F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.375,0.46,+metal_covalent_radius_avg / +metal_atomic_weight_avg,deprioritize
8339,O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[La],not promising,0.369,0.452,+metal_electronegativity_avg / -fp_53,deprioritize
8276,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.362,0.441,+metal_covalent_radius_avg / +metal_atomic_weight_avg,deprioritize
8280,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.362,0.441,+metal_covalent_radius_avg / +metal_atomic_weight_avg,deprioritize
8289,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.362,0.441,+metal_covalent_radius_avg / +metal_atomic_weight_avg,deprioritize
8285,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.362,0.441,+metal_covalent_radius_avg / +metal_atomic_weight_avg,deprioritize
8277,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],not promising,0.362,0.441,+metal_covalent_radius_avg / +metal_atomic_weight_avg,deprioritize
1394,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1cccnc1c1ncccc1C(=O)[O-].[Tb]12[O]3[Tb]4[O]2[Tb]2[O]1[Tb]3[O]42,not promising,0.36,0.438,+metal_electronegativity_avg / -metal_atomic_weight_avg,deprioritize
2494,[O-]C(=O)c1cnccc1C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,not promising,0.359,0.437,-metal_covalent_radius_avg / +fp_123,deprioritize
2988,O1CCOCC1.[K][O]1234[K][O]4([K]1)([K]2)([K]3)[K],not promising,0.358,0.436,+metal_covalent_radius_avg / -num_metal_atoms,deprioritize
3679,[Eu][OH]1[Eu][OH]2[Eu]1[OH]1[Eu]2[OH]([Eu]1)[Eu].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1.[O-]C=O,not promising,0.352,0.428,+metal_electronegativity_avg / +metal_covalent_radius_avg,deprioritize
6028,[Cd].[O-]C(=O)C1CC(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-].n1ccc(cc1)CCc1ccncc1,not promising,0.352,0.428,-fp_250 / +FractionCSP3,deprioritize
6944,COc1ccc(cc1OS(c1ccc(cc1)C(=O)[O-])([O])[O])C(=O)[O-].[OH2][Pr].[Pr],not promising,0.352,0.427,+metal_covalent_radius_avg / +metal_electronegativity_avg,deprioritize
3680,[Eu][O]1[Eu][O]2[Eu]1[O]1[Eu]2[O]([Eu]1)[Eu].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1.[O-]C=O,not promising,0.352,0.428,+metal_electronegativity_avg / +metal_covalent_radius_avg,deprioritize
2873,C1N2CN3CN1CN(C2)C3.OC(C(C(=O)[O-])O)C(=O)[O-].[Cd],not promising,0.349,0.423,+FractionCSP3 / -NumHDonors,deprioritize
4485,Cc1ccc(cc1)C1=N[C](C(=N1)C(=O)[O-])C(=O)O.[Cd],not promising,0.349,0.424,-fp_160 / +MolWt,deprioritize
5055,[Eu].[O-]C(=O)C(=O)[O-].[O-][n+]1ccccc1CP(=O)(O)[O],not promising,0.347,0.42,+metal_electronegativity_avg / +metal_covalent_radius_avg,deprioritize
5095,[Eu].[O-]C(=O)C1=CC(=C(C=[C]1)C(=O)[O-])N.[O-]C(=O)C1=[C]C=C(C(=C1)N)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-],not promising,0.346,0.419,+metal_covalent_radius_avg / +metal_electronegativity_avg,deprioritize
