mof_id,precursor,prediction,calibrated_confidence,raw_confidence,shap_reason,action
270,[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],promising,0.817,0.965,+metal_covalent_radius_avg / +num_metal_atoms,prioritize
271,[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],promising,0.817,0.965,+metal_covalent_radius_avg / +num_metal_atoms,prioritize
7402,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Mn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],promising,0.816,0.964,+HeavyAtomCount / +metal_covalent_radius_avg,prioritize
7400,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Mn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],promising,0.816,0.964,+HeavyAtomCount / +metal_covalent_radius_avg,prioritize
7401,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Mn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],promising,0.816,0.964,+HeavyAtomCount / +metal_covalent_radius_avg,prioritize
3164,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][OH][Zn],promising,0.809,0.951,+metal_covalent_radius_avg / +num_metal_atoms,prioritize
635,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][OH][Zn],promising,0.809,0.951,+metal_covalent_radius_avg / +num_metal_atoms,prioritize
4525,[O-]C(=O)[C]1C=C[C](C=C1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Sc][O]([Sc])[Sc],promising,0.808,0.95,+HeavyAtomCount / -metal_covalent_radius_avg,prioritize
1238,[Cu][Cu].[O-]C(=O)c1cc(NCc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],promising,0.805,0.944,+num_metal_atoms / +metal_covalent_radius_avg,prioritize
1962,O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],promising,0.803,0.941,+num_metal_atoms / +metal_covalent_radius_avg,prioritize
8376,O=C(c1ccc(cc1)C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],promising,0.802,0.939,+num_metal_atoms / +metal_covalent_radius_avg,prioritize
5480,[Fe][O]([Fe])[Fe].[O-]C(=O)C1=[C][C]=C2C(=[C]1)[C]=[C]C(=[C]2)C(=O)[O-],promising,0.802,0.938,+metal_covalent_radius_avg / +num_metal_atoms,prioritize
4839,O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[Cu][Cu],promising,0.801,0.937,+num_metal_atoms / +metal_covalent_radius_avg,prioritize
687,[Mg].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],promising,0.8,0.935,+metal_atomic_number_avg / -num_metal_atoms,prioritize
3046,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)C=Cc1ccc(cc1)C=Cc1ccncc1,promising,0.798,0.933,+HeavyAtomCount / +num_metal_atoms,prioritize
5312,N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N.[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-].[Zn],promising,0.797,0.931,+fp_174 / +fp_122,prioritize
7030,[O-]C(=O)c1ccc(cc1)O[P]1(Oc2ccc(cc2)C(=O)[O-])[N][P](Oc2ccc(cc2)C(=O)[O-])(Oc2ccc(cc2)C(=O)[O-])[N][P]([N]1)(Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-].[Zn].[Zn][O]([Zn])([Zn])[Zn],promising,0.793,0.924,+HeavyAtomCount / +num_metal_atoms,prioritize
4783,[Cu][Cu].[O-]C(=O)C1=CC=C([C]=C1)Oc1ccc(cc1)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=C1)Oc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],promising,0.791,0.921,+HeavyAtomCount / +num_metal_atoms,prioritize
6224,[O-]C(=O)[C]1[CH][CH]C(=C[C]1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=C[C][C]([CH][CH]1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=[C]C(=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],promising,0.79,0.919,+num_metal_atoms / +HeavyAtomCount,prioritize
6554,[O-]C(=O)c1ccc(cc1)n1c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn],promising,0.784,0.91,+MolLogP / -num_metal_atoms,prioritize
8375,O=C(c1ccc(cc1)C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],promising,0.784,0.909,+num_metal_atoms / +metal_covalent_radius_avg,prioritize
4501,[Cu][Cu].[O-]C(=O)c1cc(C#CC2=CC=[C]C=C2)cc(c1)C(=O)[O-],promising,0.78,0.903,+num_metal_atoms / +metal_covalent_radius_avg,prioritize
6880,[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Zn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)O)cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Zn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O.[Zn],promising,0.776,0.897,+HeavyAtomCount / -num_metal_atoms,prioritize
25,[Co][Co].[O-]C(=O)C1=CC2=c3cc(ccc3=N[C]2C=C1)C(=O)[O-].[O-]C(=O)C1=CC=C2C(=c3cc(ccc3=N2)C(=O)[O-])[CH]1.[O-]C(=O)C1=C[CH]C2=Nc3c(C2=C1)cc(cc3)C(=O)[O-].[O-]C(=O)C1=C[C]2C(=Nc3c2cc(cc3)C(=O)[O-])C=C1,promising,0.773,0.893,+HeavyAtomCount / +num_metal_atoms,prioritize
8540,[Mg][O]([Mg])[Mg].[O-]C(=O)c1cc(N=Nc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],promising,0.767,0.883,+metal_atomic_number_avg / +num_metal_atoms,prioritize
1591,O=C(c1cc(cc(c1)C(=O)Nc1ccc(cc1)C(=O)[O-])C(=O)Nc1ccc(cc1)C(=O)[O-])Nc1ccc(cc1)C(=O)[O-].[Co][O]([Co])[Co],promising,0.767,0.883,+num_metal_atoms / +metal_covalent_radius_avg,prioritize
8258,[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)N=Nc1ccncc1,promising,0.765,0.88,+HeavyAtomCount / +num_metal_atoms,prioritize
4069,C1CN2CCN1CC2.I[Cu]12(I)[Cu]3[Cu]1([Cu]23I)I.[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cncc(c1)C(=O)[O-],promising,0.758,0.869,+num_metal_atoms / +metal_covalent_radius_avg,prioritize
8392,[O-]C(=O)c1ccc(cc1)NNc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-].[Zn][Zn].n1ccc(cc1)C=Cc1ccncc1.n1ccc(cc1)[C]=[C]c1ccncc1,promising,0.744,0.849,+HeavyAtomCount / +num_metal_atoms,prioritize
2912,C#Cc1cnccc1C=Cc1ccncc1C#C.[O-]C(=O)c1ccc(cc1)c1c(Br)c(c2ccc(cc2)C(=O)[O-])c(c(c1c1ccc(cc1)C(=O)[O-])Br)c1ccc(cc1)C(=O)[O-].[Zn][Zn],promising,0.743,0.847,+HeavyAtomCount / +num_metal_atoms,prioritize
7958,[Cu][Cu].[O-]C(=O)C1=[C][C]=[C]C(=[C]1)C(=O)[O-],promising,0.735,0.836,+metal_covalent_radius_avg / -fp_144,prioritize
8546,[Cu][Cu].[O-]C(=O)C1=[C][C]=[C]C(=[C]1)C(=O)[O-],promising,0.735,0.836,+metal_covalent_radius_avg / -fp_144,prioritize
7736,[Al].[Al]1O[Al]O1.[O-]C(=O)C1=[C]C(=NC(=[C]1)C(=O)[O-])C(=O)[O-].[O],promising,0.731,0.831,-fp_199 / +metal_covalent_radius_avg,prioritize
2555,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)N=Nc1ccncc1,promising,0.731,0.83,+HeavyAtomCount / -num_metal_atoms,prioritize
2553,[Cu].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,promising,0.729,0.828,+HeavyAtomCount / -num_metal_atoms,prioritize
3189,[Ag].[Co].[Fe].n1ccc(cc1)[C](C1=CC=C[N]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=C[CH]C=N1)C1=NC=C[CH]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=CC=C[N]1.n1ccc(cc1)[C](C1=NC=C[CH]1)C1=NC=C[CH]1,promising,0.729,0.828,+HeavyAtomCount / +num_metal_atoms,prioritize
2554,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,promising,0.725,0.822,+HeavyAtomCount / -num_metal_atoms,prioritize
2552,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C=Cc1ccncc1,promising,0.725,0.822,+HeavyAtomCount / -num_metal_atoms,prioritize
6999,C1CN2CCN1CC2.[O-]C(=O)c1ccc2c(c1)[nH]c1c2ccc(c1)C(=O)[O-].[Zn].[Zn][Zn],promising,0.719,0.814,+metal_covalent_radius_avg / +num_metal_atoms,prioritize
3489,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)C1=C[C]=CC(=N1)c1ccc(cc1)C(=O)[O-],promising,0.711,0.803,+num_metal_atoms / +fp_128,prioritize
8390,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn],promising,0.704,0.794,-num_metal_atoms / +metal_covalent_radius_avg,prioritize
8293,F[Al].F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.693,0.78,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8288,F[Al].F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.693,0.78,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8282,F[Al].F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.693,0.78,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
3490,[Cr][O]([Cr])[Cr].[O-]C(=O)c1ccc(cc1)C1=C[C]=CC(=N1)c1ccc(cc1)C(=O)[O-],promising,0.69,0.776,+num_metal_atoms / +fp_128,needs further test
1553,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
2473,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
2475,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
2477,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
2478,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
1555,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
2474,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
1554,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
1556,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
2476,[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-],promising,0.686,0.771,+metal_atomic_number_avg / +fp_122,needs further test
401,[O-]C(=O)c1ccc(cc1)C1=CN=N[N]1.[O-]C(=O)c1ccc(cc1)C1=N[N]N=C1.[O-]C(=O)c1ccc(cc1)[C]1C=NN=N1.[O-]C(=O)c1ccc(cc1)c1cnn[nH]1.[Zn][O]([Zn][O]([Zn])[Zn])[Zn],promising,0.68,0.763,+HeavyAtomCount / +num_metal_atoms,needs further test
6768,C1CN2CCN1CC2.[Ni][Ni].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],promising,0.678,0.761,+metal_covalent_radius_avg / +num_metal_atoms,needs further test
6767,C1CN2CCN1CC2.[Ni][Ni].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],promising,0.678,0.761,+metal_covalent_radius_avg / +num_metal_atoms,needs further test
3927,C1CN2CCN1CC2.[Ni][Ni].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],promising,0.678,0.761,+metal_covalent_radius_avg / +num_metal_atoms,needs further test
6769,C1CN2CCN1CC2.[Ni][Ni].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],promising,0.678,0.761,+metal_covalent_radius_avg / +num_metal_atoms,needs further test
3926,C1CN2CCN1CC2.[Ni][Ni].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],promising,0.678,0.761,+metal_covalent_radius_avg / +num_metal_atoms,needs further test
3928,C1CN2CCN1CC2.[Ni][Ni].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],promising,0.678,0.761,+metal_covalent_radius_avg / +num_metal_atoms,needs further test
8478,O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co][Co],promising,0.672,0.754,+num_metal_atoms / -NumHeteroatoms,needs further test
8277,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.671,0.752,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8276,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.671,0.752,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8280,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.671,0.752,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8289,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.671,0.752,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8285,F[Al]F.[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.671,0.752,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8526,Cl[Cd].N1=NC(=N[N]1)c1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)C1=N[N]N=N1)C=C3)c1ccc(cc1)C1=N[N]N=N1)[nH]2)c1ccc(cc1)C1=N[N]N=N1,promising,0.67,0.751,+HeavyAtomCount / +fp_14,needs further test
8281,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8286,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8292,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8290,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8291,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8273,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8274,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8275,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8279,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8278,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
3963,[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-].[O],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
2999,[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-].[O],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8287,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8284,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
8283,F[Al].[O-]C(=O)[C]1[C][C][C]([C][C]1)C(=O)[O-],promising,0.662,0.742,+metal_covalent_radius_avg / +metal_atomic_weight_avg,needs further test
3364,[Ni][O]([Ni])[Ni].[O-]C(=O)c1ccc(cc1)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],promising,0.644,0.72,+num_metal_atoms / +metal_covalent_radius_avg,needs further test
3117,[Ni][O]([Ni])[Ni].[O-]C(=O)c1ccc(cc1)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],promising,0.644,0.72,+num_metal_atoms / +metal_covalent_radius_avg,needs further test
4178,[O-]C(=O)c1ccc(cc1)c1nc(c2ccc(cc2)C(=O)[O-])c(nc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],promising,0.609,0.679,+num_metal_atoms / +metal_covalent_radius_avg,needs further test
198,[Cu].n1ncc([nH]1)c1ccc(cc1)c1cnn[nH]1,promising,0.591,0.659,+metal_covalent_radius_avg / +MolWt,needs further test
197,[Cu].n1ncc([nH]1)c1ccc(cc1)c1cnn[nH]1,promising,0.591,0.659,+metal_covalent_radius_avg / +MolWt,needs further test
199,[Cu].n1ncc([nH]1)c1ccc(cc1)c1cnn[nH]1,promising,0.591,0.659,+metal_covalent_radius_avg / +MolWt,needs further test
8054,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn].n1ccc(cc1)C1=CC=C2N([CH]1)CC([N]2)c1ccc(cc1)c1ccncc1.n1ccc(cc1)C1=CN2C(=NC(C2)c2ccc(cc2)c2ccncc2)C=C1,promising,0.583,0.65,+HeavyAtomCount / -num_metal_atoms,needs further test
723,[Co].[Li].[O-]C(=O)c1cc(cc(c1)C1([O])OO1)C(=O)[O-],promising,0.582,0.649,-metal_Co / +metal_atomic_number_avg,needs further test
